OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
2280,6100-41-41-4120-412020-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,21295,2021
2281,6100-41-41-4150-415011-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,18253,2021
2282,6100-41-41-4110-411060-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,14944,2021
2283,6100-41-41-4150-415013-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,10772,2021
2284,6100-41-41-4130-413002-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,10552,2021
2285,6100-41-41-4150-415001-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,9481,2021
2286,6100-41-41-4110-411040-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,9468,2021
2287,6100-41-41-4150-415040-000000-000-515190,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,515190,515190 401K Retirement,5473,2021
2288,1000-42-42-4270-000000-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,264921,2021
2289,1000-42-42-4230-428350-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,78833,2021
2290,1000-42-42-4230-428360-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,56150,2021
2291,1000-42-42-4230-423570-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,42944,2021
2292,1000-42-42-4250-426175-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,41451,2021
2293,1000-42-42-4220-428330-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,36945,2021
2294,1000-42-42-4250-421220-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,35090,2021
2295,1000-42-42-4210-420010-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,24124,2021
2296,1000-42-42-4220-424680-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,22764,2021
2297,1000-42-42-4250-428125-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,16928,2021
2298,1000-42-42-4230-428320-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,14883,2021
2299,1000-42-42-4270-428850-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,11962,2021
2300,1000-42-42-4260-428920-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,10999,2021
2301,1000-42-42-4270-420790-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,9188,2021
2302,1000-42-42-4260-421775-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,7640,2021
2303,1000-42-42-4210-421700-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,7602,2021
2304,1000-42-42-4220-428890-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,6434,2021
2305,1000-42-42-4260-421150-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,5850,2021
2306,1000-42-42-4210-423500-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,4616,2021
2307,1000-42-42-4260-426950-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,4356,2021
2308,1000-42-42-4210-422850-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,2523,2021
2309,1000-42-42-4210-423575-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,2467,2021
2310,1000-42-42-4270-427010-000000-000-515190,1000,1000 General Fund,42,42 Transportation,515190,515190 401K Retirement,2392,2021
2311,1000-50-50-5050-502000-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,174082,2021
2312,1000-50-50-5050-509910-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,80575,2021
2313,1000-50-50-5050-500740-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,26573,2021
2314,1000-50-50-5060-508150-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,22202,2021
2315,1000-50-50-5060-508150-500920-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,21807,2021
2316,1000-50-50-5060-509000-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,20048,2021
2317,1000-50-50-5020-502012-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,19796,2021
2318,1000-50-50-5010-501010-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,15277,2021
2319,1000-50-50-5060-500760-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,13121,2021
2320,1000-50-50-5030-503010-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,12671,2021
2321,1000-50-50-5060-508750-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,12592,2021
2322,1000-50-50-5060-508980-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,12081,2021
2323,1000-50-50-5020-508520-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,10892,2021
2324,1000-50-50-5020-503500-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,10816,2021
2325,1000-50-50-5070-506175-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,9919,2021
2326,1000-50-50-5060-508650-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,9487,2021
2327,1000-50-50-5020-501150-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,6946,2021
2328,1000-50-50-5050-501050-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,6500,2021
2329,1000-50-50-5020-507690-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,4295,2021
2330,1000-50-50-5060-507210-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,2854,2021
2331,1000-50-50-5060-509000-500920-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,2853,2021
2332,1000-50-50-5030-508075-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,2421,2021
2333,1000-50-50-5060-501225-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,1054,2021
2334,1000-50-50-5020-501580-000000-000-515190,1000,1000 General Fund,50,50 Solid Waste Services,515190,515190 401K Retirement,1,2021
2335,1000-60-61-6015-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,94231,2021
2336,1000-60-61-6020-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,45036,2021
2337,1000-60-61-6025-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,28687,2021
2338,1000-60-61-6075-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,25394,2021
2339,1000-60-61-6070-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,22355,2021
2340,1000-60-61-6010-000000-000000-000-515190,1000,1000 General Fund,60,"60 Planning, Design & Development",515190,515190 401K Retirement,9943,2021
2341,1000-61-13-6111-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,142921,2021
2342,1000-61-61-6130-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,108423,2021
2343,1000-61-61-6160-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,30808,2021
2344,1000-61-61-6140-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,28355,2021
2345,1000-61-61-6140-611010-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,24272,2021
2346,1000-61-61-6120-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,23123,2021
2347,1000-61-61-6160-618010-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,14216,2021
2348,1000-61-61-6170-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,10403,2021
2349,1000-61-61-6190-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,6894,2021
2350,1000-61-61-6110-000000-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,6060,2021
2351,1000-61-61-6110-611010-000000-000-515190,1000,1000 General Fund,61,61 Housing&Neighborhood Services,515190,515190 401K Retirement,5672,2021
2352,1000-62-61-6250-000000-000000-000-515190,1000,1000 General Fund,62,62 Economic Development,515190,515190 401K Retirement,52833,2021
2353,6200-70-00-7030-703010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,204113,2021
2354,6200-70-00-7020-702010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,183811,2021
2355,6200-70-00-7050-705092-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,119202,2021
2356,6200-70-00-7010-701020-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,104880,2021
2357,6200-70-00-7060-706000-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,94730,2021
2358,6200-70-00-7050-705094-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,94126,2021
2359,6200-70-00-7050-705093-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,81147,2021
2360,6200-70-00-7030-703035-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,49876,2021
2361,6200-70-00-7050-705091-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,48877,2021
2362,6200-70-00-7050-705010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,48415,2021
2363,6200-70-00-7050-705040-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,47789,2021
2364,6200-70-72-7040-704087-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,47731,2021
2365,6200-70-72-7080-708060-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,40660,2021
2366,6200-70-71-7070-707085-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,38394,2021
2367,6200-70-00-7050-705030-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,37441,2021
2368,6200-70-00-7080-708030-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,36677,2021
2369,6200-70-72-7040-704070-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,34625,2021
2370,6200-70-00-7050-705025-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,33026,2021
2371,6200-70-72-7040-704010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,32908,2021
2372,6200-70-00-7010-701011-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,30638,2021
2373,6200-70-72-7080-708070-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,29075,2021
2374,6200-70-72-7040-704088-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,28588,2021
2375,6200-70-72-7040-704086-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,26152,2021
2376,6200-70-72-7040-704085-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,25670,2021
2377,6200-70-72-7040-704089-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,25458,2021
2378,6200-70-00-7010-701010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,23442,2021
2379,6200-70-00-7010-701012-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,22950,2021
2380,6200-70-00-7030-703015-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,21764,2021
2381,6200-70-71-7070-707010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,19500,2021
2382,6200-70-00-7010-701016-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,19447,2021
2383,6200-70-00-7010-701060-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,17375,2021
2384,6200-70-71-7070-707086-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,15982,2021
2385,6200-70-71-7080-708040-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,14562,2021
2386,6200-70-71-7070-707087-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,14132,2021
2387,6200-70-00-7010-701015-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,13265,2021
2388,6200-70-00-7010-701025-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,11691,2021
2389,6200-70-00-7080-708010-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,11048,2021
2390,6200-70-71-7070-707070-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,9427,2021
2391,6200-70-00-7010-701014-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,8927,2021
2392,6200-70-00-7080-708020-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,5596,2021
2393,6200-70-72-7040-704091-000000-000-515190,6200,6200 WS Operating,70,70 Charlotte Water,515190,515190 401K Retirement,3738,2021
2394,6300-80-51-8070-807010-000000-000-515190,6300,6300 SW Operating,80,80 General Services,515190,515190 401K Retirement,357091,2021
2395,1000-80-80-8010-000000-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,282858,2021
2396,1000-80-11-8094-809420-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,119357,2021
2397,1000-80-80-8060-000000-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,94430,2021
2398,1000-80-80-8040-801580-804016-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,80107,2021
2399,1000-80-80-8090-809013-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,49263,2021
2400,6300-80-51-8070-809680-000000-000-515190,6300,6300 SW Operating,80,80 General Services,515190,515190 401K Retirement,45842,2021
2401,1000-80-80-8020-000000-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,43494,2021
2402,1000-80-80-8090-809015-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,42490,2021
2403,1000-80-80-8090-809014-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,41871,2021
2404,1000-80-80-8030-000000-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,39080,2021
2405,1000-80-80-8090-809010-000000-000-515190,1000,1000 General Fund,80,80 General Services,515190,515190 401K Retirement,26959,2021
